date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:11:39	20480/20480	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-5000%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/twitter-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/twitter-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:39	23309/23309	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-5b0d%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/facebook-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/facebook-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:39	31018/31018	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-792a%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/pricing-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/pricing-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:40	47191/47191	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-b857%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/blog-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/blog-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:40	31239/31239	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-7a07%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/team-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/team-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:41	26020/26020	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-65a4%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/testimonal-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/testimonal-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:41	20730/20730	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-50fa%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/pricing-card-icon.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/pricing-card-icon.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:44	152982/152982	---M--	200	added ('OK')	image/png	etag:%225ee76e30-25596%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/purple-card.png	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/purple-card.png	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:44	67852/67852	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1090c%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-left-img.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-left-img.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:44	23078/23078	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-5a26%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/capture.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/try/capture.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:47	60666/60666	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-ecfa%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-right-img.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-right-img.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:47	159099/159099	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-26d7b%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-2.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-2.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:50	111991/111991	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1b577%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-4.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-4.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:50	155751/155751	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-26067%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-1.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-1.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:54	162597/162597	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-27b25%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-cards-social.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-cards-social.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:54	529902/529902	---M--	200	added ('OK')	image/png	etag:%225ee76e30-815ee%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-content-2.png	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/ipad-content-2.png	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:55	114500/114500	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1bf44%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/bg-pricing-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/bg-pricing-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:55	143866/143866	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-231fa%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-3.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/header-3.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:11:57	143305/143305	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-22fc9%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/white-pricing-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/white-pricing-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:00	159692/159692	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-26fcc%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-member-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-member-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:00	156815/156815	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-2648f%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blog-bg-cards.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blog-bg-cards.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:01	157706/157706	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-2680a%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/our-products.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/our-products.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:04	145696/145696	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-23920%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/projects-cards.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/projects-cards.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:04	128431/128431	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1f5af%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/testimonials-1.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/testimonials-1.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:05	121366/121366	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-1da16%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blogpost-cards.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blogpost-cards.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:05	137161/137161	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-217c9%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blogpost-2-cards.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/blogpost-2-cards.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:05	80740/80740	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-13b64%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/coloured-picind-card.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/coloured-picind-card.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:06	25788/25788	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jun%202020%2012:48:49%20GMT	https://demos.creative-tim.com/paper-kit-2-pro/examples/422.html	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/examples/422.html	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
20:12:08	99053/99053	---M--	200	added ('OK')	image/jpeg	etag:%225ee76e30-182ed%22	https://demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-3.jpg	C:/Users/FARHAN%20SADIQ%20MAHI/Desktop/er/Go/demos.creative-tim.com/paper-kit-2-pro/assets/img/presentation-page/screenshots/team-3.jpg	(from https://demos.creative-tim.com/paper-kit-2-pro/presentation.html)
